n_overlaps,origins,ci_id_1,ci_id_2,ci_id_3,ci_id_4,ci_id_5,area_ha,rest_area,population,tstor_woody,tstor_soil,tstor_total,carbon_seq_potl
2,,ZAF1041,ZAF1042,NA,NA,NA,206.13302507720323,206.13302507720323,54.216304779052734,4067.1787109375,10650.484375,14717.6630859375,58.64088453670399
2,,ZAF1044,ZAF1045,NA,NA,NA,500.2013265146018,500.2013265146018,158.13645935058594,2277.36474609375,18823.58984375,21100.95458984375,142.58118290765276
2,,MEX1004,MEX1023,NA,NA,NA,7639.645531372665,0,330.76824951171875,1979813.125,866153.0625,2845966.1875,Inf
2,,KHM1049,KHM1114,NA,NA,NA,8.099890784995258,0,2.378739595413208,393.17437744140625,545.646484375,938.82086181640625,Inf
2,,KHM1039,KHM1117,NA,NA,NA,3133.177520956418,0,87.25090789794922,661498.4375,245233.0625,906731.5,Inf
2,,KHM1071,KHM1117,NA,NA,NA,505.68221718899423,0,47.2715950012207,183625.421875,44427.4921875,228052.9140625,Inf
2,,KHM1054,KHM1117,NA,NA,NA,2336.5280777654375,0,101.08997344970703,355952.46875,204004.984375,559957.453125,Inf
2,,KHM1067,KHM1117,NA,NA,NA,2677.390241670239,0,223.5974578857422,793624.75,251669.4375,1045294.1875,Inf
2,,KHM1056,KHM1117,NA,NA,NA,2267.987409444496,0,133.82479858398437,700484.5625,202706.140625,903190.703125,Inf
2,,KHM1053,KHM1117,NA,NA,NA,2191.1775067225108,0,129.37184143066406,473108.71875,215521.90625,688630.625,Inf
2,,KHM1038,KHM1117,NA,NA,NA,682.3185136422286,0,32.15793228149414,200992,51560.140625,252552.140625,Inf
2,,KHM1051,KHM1117,NA,NA,NA,1116.4531160939723,0,65.53204345703125,366569.53125,92080.3125,458649.84375,Inf
2,,KHM1055,KHM1117,NA,NA,NA,729.1372501790762,0,21.87026023864746,235158.640625,49126.3359375,284284.9765625,Inf
2,,KHM1037,KHM1117,NA,NA,NA,1450.447204421394,0,61.51202392578125,476857.75,114289.34375,591147.09375,Inf
2,,KHM1052,KHM1117,NA,NA,NA,1349.7996105546433,0,66.5808334350586,413397.28125,124717.1640625,538114.4453125,Inf
2,,KHM1047,KHM1117,NA,NA,NA,1339.4268049889579,0,39.880348205566406,359165.65625,115733.625,474899.28125,Inf
2,,KHM1014,KHM1118,NA,NA,NA,3.8237941820979118,0,0.8661985993385315,243.58206176757813,349.8343811035156,593.41644287109375,Inf
2,,KHM1014,KHM1119,NA,NA,NA,16.457016439272092,0,3.879643678665161,1499.7047119140625,1911.1866455078125,3410.891357421875,Inf
2,,KHM1020,KHM1121,NA,NA,NA,7.724113685457408,0,2.3673291206359863,458.06060791015625,1044.669921875,1502.7305297851562,Inf
2,,KHM1020,KHM1122,NA,NA,NA,3.4871460733510555,0,2.7414276599884033,107.96590423583984,388.536865234375,496.50276947021484,Inf
2,,KHM1030,KHM1123,NA,NA,NA,5.708932873558998,0,0.9432833194732666,164.32005310058594,784.76171875,949.0817718505859,Inf
3,,MDG1003,MDG1013,MDG1087,NA,NA,0.38651676301396803,0,0.22636166214942932,90.09687042236328,39.611568450927734,129.70843887329102,0.6054960360566204
4,,MDG1004,MDG1013,MDG1028,MDG1088,NA,1.7812952915722238,0,0.4984268546104431,259.6519470214844,208.1640167236328,467.8159637451172,2.7951847259978737
3,,MDG1005,MDG1013,MDG1089,NA,NA,0.5089468754919674,0,0.16810572147369385,125.16822814941406,58.95490646362305,184.1231346130371,0.7999110499312011
